label,point_count,center,number_candidates
660,8348,[2676 4001],"[(2701, 2750, 3934, 4003)]"
661,2216,[2622 3607],"[(2602, 2650, 3574, 3639)]"
663,2985,[2695 4448],"[(2741, 2773, 4467, 4517)]"
665,4467,[2665 5832],"[(2656, 2711, 5808, 5864)]"
666,1284,[2609 4277],"[(2589, 2633, 4246, 4310)]"
667,3257,[2641 5595],"[(2614, 2669, 5561, 5624)]"
670,2657,[2740 2810],[]
671,31358,[2777 3762],"[(2739, 2794, 3693, 3768)]"
673,34536,[2793 3120],"[(2854, 2909, 3206, 3283)]"
675,1984,[2640 3073],"[(2611, 2665, 3043, 3101)]"
678,14429,[2765 3863],"[(2701, 2755, 3831, 3906)]"
681,44939,[2777 3508],"[(2690, 2745, 3547, 3624)]"
682,3697,[2651 3977],"[(2625, 2679, 3944, 4009)]"
683,2185,[2655 5788],"[(2628, 2683, 5760, 5814)]"
687,3059,[2670 4401],"[(2641, 2696, 4368, 4431)]"
690,18783,[2724 1611],"[(2704, 2759, 1592, 1656)]"
691,31087,[2915 3546],"[(2969, 3024, 3465, 3541)]"
692,20254,[2934 3644],"[(2951, 3006, 3568, 3645)]"
693,15269,[2709 4179],"[(2678, 2733, 4146, 4221)]"
694,29070,[2807 1236],"[(2795, 2850, 1282, 1346)]"
695,3180,[2728 6305],"[(2720, 2774, 6281, 6324)]"
696,6528,[2750 5064],"[(2735, 2790, 5034, 5097)]"
697,33114,[3243 2638],"[(3474, 3529, 2419, 2494)]"
698,28330,[2762 4288],"[(2684, 2738, 4308, 4371)]"
699,2490,[2686 5073],"[(2659, 2713, 5045, 5105)]"
708,18073,[2837 4302],"[(2816, 2871, 4239, 4314)]"
710,795,[2775 4552],[]
712,1317,[2721 6171],"[(2694, 2745, 6145, 6199)]"
715,6839,[2762 3088],"[(2745, 2800, 3072, 3147)]"
717,23576,[2864 5262],"[(2844, 2899, 5200, 5263)]"
719,29869,[3088 5391],"[(3088, 3143, 5356, 5427)]"
722,10902,[2806 5873],"[(2759, 2813, 5839, 5913)]"
723,8205,[2857 3906],"[(2879, 2934, 3854, 3921)]"
726,1875,[2787  963],"[(2761, 2814, 942, 984)]"
727,18351,[2848 5511],"[(2826, 2881, 5455, 5529)]"
728,11754,[2784 4342],"[(2763, 2818, 4367, 4431)]"
730,5362,[2791 3844],"[(2765, 2819, 3807, 3883)]"
732,7097,[2817 6006],"[(2792, 2846, 5973, 6047)]"
737,13629,[2973 5124],"[(2978, 3030, 5091, 5163)]"
742,2208,[2809 1994],"[(2789, 2832, 1966, 2031)]"
743,32138,[2898 3304],"[(2868, 2923, 3279, 3351)]"
744,17167,[2905 4181],"[(2927, 2982, 4218, 4292)]"
745,5444,[2867 5126],"[(2837, 2888, 5101, 5154)]"
746,6397,[2825 5748],"[(2802, 2856, 5710, 5784)]"
747,8702,[2854 3140],"[(2823, 2878, 3092, 3166)]"
748,3314,[2832 5653],"[(2806, 2860, 5617, 5691)]"
750,5067,[2874 1562],"[(2841, 2896, 1529, 1592)]"
753,297,[2824 4509],"[(2809, 2846, 4496, 4522)]"
754,2181,[2837 2133],"[(2809, 2862, 2102, 2173)]"
757,57390,[2999 5947],"[(2942, 2996, 5892, 5967)]"
758,14934,[3092 5081],"[(3041, 3096, 5038, 5110)]"
759,2985,[2858 3708],"[(2828, 2883, 3678, 3742)]"
760,25422,[2952 4013],"[(2956, 3011, 4012, 4089)]"
761,2746,[2887 4478],"[(2877, 2922, 4433, 4498)]"
763,3535,[2881 1122],"[(2857, 2911, 1092, 1155)]"
764,3067,[2861 1903],"[(2832, 2886, 1870, 1940)]"
766,12607,[2983 4700],"[(3000, 3055, 4653, 4716)]"
768,1386,[2886 4538],"[(2867, 2912, 4522, 4556)]"
770,4234,[2937 4575],"[(2918, 2973, 4552, 4598)]"
771,80381,[3103 2343],"[(3014, 3068, 2330, 2406)]"
773,3873,[2908 3778],"[(2889, 2943, 3737, 3806)]"
774,31652,[3068 3246],"[(3057, 3106, 3206, 3277)]"
775,37486,[2948  480],"[(2936, 2990, 538, 612)]"
778,12059,[2958 3830],"[(2906, 2960, 3787, 3863)]"
785,4042,[2936 6220],"[(2910, 2965, 6183, 6257)]"
787,6126,[2978 6292],"[(2964, 3019, 6248, 6323)]"
789,4299,[2954 6074],"[(2935, 2990, 6043, 6119)]"
790,15920,[3006 4143],"[(2977, 3031, 4118, 4194)]"
791,30789,[3009  179],"[(3005, 3060, 119, 194)]"
792,5038,[3020 4232],"[(3009, 3061, 4206, 4279)]"
793,626560,[4617 4062],"[(3188, 3243, 4282, 4358), (3699, 3754, 4214, 4290), (4148, 4203, 3861, 3937), (5147, 5202, 4316, 4393), (5356, 5411, 3939, 4015)]"
794,18556,[3059 2106],"[(3077, 3132, 2117, 2181)]"
795,10115,[3007 1319],"[(2980, 3035, 1280, 1344)]"
796,7457,[2981 4403],"[(2947, 3001, 4362, 4438)]"
798,106245,[3131  771],"[(3045, 3100, 1063, 1137), (3153, 3208, 526, 601)]"
799,5227,[3015 3983],[]
801,3876,[2988 6023],"[(2964, 3019, 5986, 6057)]"
805,50205,[3168 3724],"[(3288, 3342, 3516, 3591)]"
806,414413,[3698 3035],"[(3369, 3424, 3143, 3219), (3569, 3624, 2419, 2495), (3771, 3826, 2574, 2651), (4249, 4304, 2971, 3048)]"
808,3810,[3007 3218],"[(2960, 3008, 3217, 3282)]"
809,29086,[3073  637],"[(3033, 3088, 550, 624)]"
810,7104,[3063 4448],"[(3060, 3114, 4384, 4457)]"
811,31283,[3104  420],"[(3137, 3191, 369, 445)]"
814,42904,[3163 1604],"[(3014, 3069, 1599, 1673)]"
815,2934,[3005 3722],"[(2991, 3039, 3714, 3781)]"
817,27171,[3256 4518],"[(3410, 3464, 4487, 4562)]"
818,9751,[3052 4925],"[(3033, 3088, 4917, 4991)]"
820,6045,[3037 5780],"[(3013, 3068, 5747, 5822)]"
825,46088,[3127  202],"[(3139, 3194, 79, 152)]"
826,9907,[3105 2596],"[(3060, 3115, 2568, 2645)]"
827,1899,[3052 3953],"[(3031, 3081, 3927, 3985)]"
828,2866,[3052 3906],"[(3031, 3085, 3878, 3932)]"
829,3267,[3036 5884],"[(3009, 3064, 5847, 5922)]"
831,27997,[3296 1422],"[(3117, 3172, 1368, 1444)]"
835,3411,[3053 3802],"[(3030, 3077, 3790, 3855)]"
836,1481,[3038 4380],"[(3015, 3062, 4348, 4414)]"
842,4503,[3075 4773],"[(3045, 3099, 4734, 4809)]"
846,4542,[3107 2001],"[(3045, 3100, 1968, 2031)]"
849,4742,[3080  455],"[(3054, 3108, 419, 491)]"
850,16615,[3164 3633],"[(3139, 3194, 3591, 3665)]"
851,4552,[3103 4807],"[(3071, 3126, 4796, 4865)]"
852,10405,[3190  101],"[(3198, 3246, 198, 265)]"
855,4698,[3106  299],"[(3069, 3124, 257, 329)]"
856,2263,[3084 1511],"[(3057, 3112, 1479, 1543)]"
857,7409,[3102 4105],"[(3087, 3140, 4077, 4150)]"
858,4362,[3112 4188],"[(3073, 3121, 4178, 4246)]"
863,16501,[3170 1023],"[(3124, 3179, 1109, 1183)]"
864,47819,[3157 5987],"[(3125, 3180, 6048, 6122)]"
865,24191,[3230 3739],"[(3192, 3247, 3659, 3733)]"
866,4813,[3134 5284],"[(3087, 3136, 5244, 5313)]"
868,24049,[3216 3908],"[(3169, 3224, 3870, 3946)]"
871,5008,[3156 3251],"[(3119, 3174, 3198, 3275)]"
872,17300,[3330 4580],"[(3359, 3413, 4547, 4620)]"
874,4215,[3165 4240],[]
875,27259,[3221 4886],"[(3261, 3316, 4670, 4744)]"
876,3148,[3181 3777],"[(3176, 3227, 3737, 3803)]"
877,2393,[3152 4012],"[(3126, 3178, 3979, 4049)]"
878,7857,[3163 4124],"[(3144, 3199, 4107, 4183)]"
879,1452,[3155 3805],"[(3131, 3176, 3779, 3828)]"
880,10947,[3243 2138],"[(3227, 3282, 2087, 2161)]"
881,6763,[3189 5295],"[(3129, 3183, 5243, 5306)]"
882,10111,[3272 2215],"[(3306, 3360, 2161, 2225)]"
883,16158,[3168 5822],"[(3145, 3200, 5914, 5977)]"
884,2036,[3164 1280],"[(3137, 3190, 1250, 1313)]"
885,8209,[3204 5163],"[(3180, 3234, 5122, 5196)]"
886,37070,[3216 5662],"[(3160, 3215, 5509, 5573)]"
887,119253,[3672 3517],"[(3672, 3726, 3499, 3575)]"
888,67777,[3319 5878],"[(3354, 3409, 5973, 6047)]"
889,2024,[3173  650],"[(3149, 3197, 617, 684)]"
891,10828,[3189 4926],"[(3190, 3245, 4996, 5059)]"
892,3255,[3177  734],"[(3151, 3206, 697, 771)]"
893,10845,[3222 1251],"[(3214, 3269, 1198, 1272)]"
894,6484,[3247 4476],"[(3208, 3263, 4438, 4513)]"
895,5914,[3258 5217],"[(3220, 3273, 5181, 5248)]"
897,24411,[3236  806],"[(3180, 3235, 867, 942)]"
901,8298,[3350 2216],"[(3373, 3427, 2159, 2234)]"
906,2053,[3187 1702],"[(3166, 3211, 1665, 1734)]"
907,19930,[3214 4787],"[(3188, 3243, 4694, 4757)]"
908,7851,[3236 1013],"[(3186, 3241, 961, 1025)]"
909,2589,[3205 4636],"[(3178, 3232, 4606, 4669)]"
913,5092,[3350 2264],"[(3428, 3475, 2228, 2293)]"
915,4257,[3259 5298],"[(3241, 3296, 5297, 5353)]"
916,4099,[3269 5477],"[(3255, 3301, 5456, 5521)]"
917,8810,[3254 1141],"[(3197, 3251, 1058, 1121)]"
918,6200,[3238 4052],"[(3219, 3269, 4010, 4078)]"
920,30252,[3366 4380],"[(3375, 3430, 4333, 4409)]"
921,6599,[3285 1324],"[(3285, 3340, 1292, 1355)]"
924,12030,[3365 3504],"[(3357, 3408, 3462, 3534)]"
925,76614,[3377 4016],"[(3303, 3358, 4092, 4169)]"
926,6682,[3283 1858],"[(3314, 3359, 1815, 1880)]"
928,11434,[3241 5936],"[(3215, 3270, 5916, 5991)]"
929,4716,[3234 6113],"[(3209, 3263, 6079, 6143)]"
930,4235,[3267 5271],"[(3242, 3296, 5242, 5311)]"
932,3710,[3286 3914],[]
935,2187,[3297 2712],"[(3282, 3321, 2681, 2740)]"
936,15521,[3538 5300],[]
937,28176,[3281 1641],"[(3253, 3307, 1675, 1738)]"
941,12561,[3264 1938],"[(3235, 3290, 1877, 1941)]"
942,4900,[3268 1340],"[(3233, 3287, 1302, 1365)]"
943,4006,[3279 5149],"[(3253, 3308, 5116, 5191)]"
944,3618,[3260 1155],"[(3234, 3288, 1123, 1187)]"
948,39781,[3589 5039],"[(3510, 3562, 5076, 5148)]"
949,3256,[3266 1513],"[(3242, 3296, 1482, 1545)]"
950,20922,[3328  931],"[(3309, 3364, 941, 1015)]"
951,2665805,[5408 3532],"[(3502, 3556, 2295, 2371), (3574, 3629, 3970, 4046), (3800, 3853, 3271, 3346), (3911, 3965, 3748, 3825), (4113, 4167, 2618, 2695), (4276, 4330, 3535, 3612), (4557, 4612, 2621, 2698), (4887, 4942, 3489, 3566), (5011, 5063, 3704, 3763), (5013, 5063, 3722, 3775), (5118, 5173, 2857, 2933), (5192, 5247, 3512, 3588), (5484, 5539, 4206, 4282), (5729, 5783, 3478, 3554), (5913, 5968, 3884, 3961), (6586, 6640, 3905, 3982), (6649, 6703, 3355, 3432), (6940, 6995, 3916, 3992), (7046, 7101, 3534, 3610)]"
953,23428,[3344 6152],"[(3258, 3313, 6240, 6303)]"
954,3084,[3274 4799],"[(3250, 3301, 4764, 4835)]"
956,3150,[3277 4934],"[(3248, 3300, 4914, 4986)]"
957,32989,[3403  591],"[(3468, 3523, 506, 569)]"
958,17450,[3407 3702],"[(3412, 3467, 3628, 3704)]"
959,13157,[3322 4782],"[(3280, 3334, 4615, 4679)]"
961,1850,[3282 1844],"[(3255, 3310, 1813, 1872)]"
963,13508,[3344 2008],"[(3281, 3333, 1913, 1985)]"
964,10485,[3322  590],"[(3303, 3357, 687, 746)]"
965,2160,[3306 1063],"[(3275, 3319, 1044, 1102)]"
966,11824,[3359 1138],"[(3373, 3427, 1086, 1149)]"
968,14799,[3323  576],"[(3292, 3347, 581, 644)]"
969,4175,[3285  233],"[(3268, 3302, 289, 349)]"
970,4409,[3367 5195],"[(3373, 3411, 5166, 5224)]"
971,2059,[3295 5971],"[(3269, 3321, 5942, 6004)]"
975,6585,[3367 1342],"[(3353, 3408, 1280, 1354)]"
977,7840,[3393 5127],"[(3405, 3460, 5109, 5173)]"
979,22062,[3325  241],"[(3302, 3357, 198, 261)]"
980,7302,[3374 1210],"[(3359, 3413, 1152, 1226)]"
981,13548,[3367 2076],"[(3367, 3422, 2003, 2067)]"
982,5548,[3321 5479],"[(3292, 3346, 5460, 5534)]"
984,4652,[3362 4222],"[(3372, 3427, 4182, 4252)]"
985,4460,[3331 5310],"[(3302, 3356, 5291, 5354)]"
987,12727,[3429 4477],"[(3461, 3516, 4445, 4520)]"
988,2468,[3319 5609],"[(3294, 3347, 5579, 5641)]"
989,10661,[3381 1524],"[(3346, 3401, 1478, 1553)]"
990,11171,[3384 5516],"[(3364, 3419, 5487, 5550)]"
991,2990,[3339 1106],"[(3312, 3366, 1075, 1137)]"
992,5954,[3430 1268],"[(3321, 3375, 1241, 1301)]"
995,10333,[3394  108],"[(3371, 3426, 92, 166)]"
997,4240,[3345 6196],"[(3331, 3386, 6142, 6216)]"
998,18653,[3474 1571],"[(3567, 3622, 1485, 1546)]"
1000,24343,[3829 1830],"[(3337, 3389, 1764, 1836), (4218, 4273, 1796, 1870)]"
1001,5186,[3359 3346],"[(3340, 3394, 3299, 3375)]"
1002,5027,[3387 5110],"[(3368, 3423, 5080, 5140)]"
1004,6418,[3374 5298],"[(3331, 3386, 5232, 5296)]"
1005,1964,[3356 5150],"[(3328, 3382, 5117, 5176)]"
1006,2594,[3355 5453],"[(3329, 3383, 5424, 5487)]"
1007,7921,[3433 5971],"[(3437, 3484, 5967, 6034)]"
1008,6097,[3356 6257],"[(3333, 3387, 6206, 6280)]"
1009,10343,[3355 5723],"[(3323, 3375, 5751, 5824)]"
1010,10405,[3452 1974],"[(3430, 3485, 1883, 1957)]"
1012,37429,[3427 4759],"[(3390, 3445, 4672, 4730)]"
1013,10744,[3382 1898],"[(3355, 3409, 1871, 1935)]"
1014,11688,[3452 2096],"[(3424, 3479, 1939, 2011)]"
1015,5472,[3361 4807],"[(3338, 3392, 4765, 4829)]"
1016,20429,[3436 4970],"[(3391, 3445, 4953, 5016)]"
1017,3603,[3375 2097],"[(3348, 3402, 2066, 2130)]"
1018,9225,[3410 3868],"[(3361, 3414, 3869, 3939)]"
1020,5047,[3382  249],"[(3372, 3427, 164, 237)]"
1021,1518,[3379 1371],"[(3359, 3399, 1333, 1388)]"
1022,14481,[3443 5274],"[(3398, 3453, 5216, 5280)]"
1023,13917,[3405  312],"[(3382, 3437, 262, 337)]"
1024,13572,[3396  846],"[(3379, 3434, 778, 852)]"
1025,9414,[3394 1699],"[(3358, 3412, 1702, 1765)]"
1027,1861,[3386   37],"[(3359, 3413, 15, 65)]"
1030,8321,[3561 5391],"[(3504, 3557, 5370, 5417)]"
1031,5709,[3409  624],"[(3386, 3441, 582, 657)]"
1032,3335,[3405 4039],"[(3366, 3419, 4019, 4088)]"
1033,18256,[3434 5613],"[(3400, 3455, 5575, 5639)]"
1035,2227,[3399 1038],"[(3371, 3426, 1003, 1070)]"
1037,1361,[3391 6263],[]
1038,5662,[3457  878],"[(3386, 3441, 850, 915)]"
1039,17544,[3646 4786],"[(3514, 3556, 4804, 4866)]"
1040,4982,[3470 6194],"[(3401, 3445, 6112, 6166)]"
1044,1744,[3403 3605],[]
1045,12380,[3438 6245],"[(3395, 3450, 6160, 6223)]"
1046,10441,[3559 1279],"[(3580, 3634, 1253, 1308)]"
1047,63480,[3556 3877],"[(3573, 3628, 3849, 3926)]"
1050,4472,[3446  333],"[(3423, 3478, 296, 371)]"
1053,8060,[3438 3563],"[(3412, 3467, 3513, 3588)]"
1055,4431,[3421  462],"[(3394, 3448, 423, 498)]"
1056,5487,[3439  954],"[(3396, 3446, 906, 975)]"
1059,2273,[3427 4150],"[(3402, 3455, 4117, 4185)]"
1060,5790,[3504 3487],"[(3470, 3519, 3448, 3517)]"
1061,10127,[3486 5521],"[(3462, 3517, 5457, 5532)]"
1062,54761,[3706  796],"[(3768, 3822, 841, 915)]"
1063,28690,[3524  348],"[(3531, 3586, 402, 476)]"
1065,3326,[3442 5718],"[(3417, 3471, 5685, 5748)]"
1066,24552,[3949 5392],"[(3779, 3833, 5346, 5421), (4341, 4396, 5342, 5414)]"
1069,1806,[3481 1350],[]
1070,6199,[3449 1353],"[(3425, 3480, 1323, 1381)]"
1071,5152,[3507 1365],"[(3495, 3543, 1298, 1356)]"
1073,827,[3433   31],"[(3410, 3457, 15, 53)]"
1076,12064,[3657 5144],"[(3690, 3743, 5111, 5179)]"
1078,28853,[3629 1610],"[(3657, 3711, 1560, 1635)]"
1080,3820,[3459 1206],"[(3434, 3488, 1171, 1235)]"
1081,4571,[3506 1207],"[(3491, 3544, 1155, 1222)]"
1083,8652,[3490  234],"[(3471, 3526, 148, 211)]"
1084,13386,[3564  579],"[(3481, 3536, 583, 646)]"
1085,6050,[3465 5812],"[(3433, 3488, 5768, 5843)]"
1087,11736,[3581 4666],"[(3562, 3616, 4592, 4656)]"
1088,29341,[3588  795],"[(3555, 3610, 720, 783)]"
1089,4949,[3456 1118],"[(3430, 3485, 1087, 1150)]"
1090,6199,[3486 1761],"[(3438, 3493, 1719, 1793)]"
1094,19544,[3567 4464],"[(3569, 3624, 4454, 4529)]"
1096,9118,[3522 5226],"[(3488, 3543, 5185, 5260)]"
1097,26403,[3574 1128],"[(3581, 3635, 1120, 1184)]"
1098,1768,[3487 5104],"[(3463, 3509, 5067, 5121)]"
1099,6334,[3477 1609],"[(3446, 3501, 1551, 1625)]"
1101,14616,[3522  956],"[(3449, 3504, 921, 985)]"
1103,11428,[3509   78],"[(3465, 3520, 27, 101)]"
1106,4948,[3497  392],"[(3471, 3526, 358, 421)]"
1107,2357,[3471 5919],"[(3448, 3502, 5882, 5953)]"
1109,20513,[3539 5931],"[(3500, 3555, 6040, 6114)]"
1110,8572,[3494 3757],"[(3462, 3517, 3744, 3821)]"
1113,8733,[3501 6201],"[(3477, 3532, 6167, 6242)]"
1115,8297,[3529 5869],"[(3506, 3561, 5843, 5915)]"
1119,2055,[3503 2200],"[(3475, 3529, 2170, 2228)]"
1120,980,[3541 6313],"[(3528, 3568, 6299, 6324)]"
1121,11899,[3519 1966],"[(3498, 3553, 1847, 1910)]"
1122,1906,[3523  677],"[(3507, 3555, 659, 700)]"
1124,14362,[3559 5607],"[(3562, 3617, 5542, 5617)]"
1125,5399,[3514 3610],"[(3480, 3535, 3555, 3632)]"
1126,6471,[3650 1787],"[(3486, 3541, 1765, 1839)]"
1128,11395,[3542 4721],"[(3523, 3577, 4650, 4725)]"
1129,14358,[3593 4131],"[(3546, 3600, 4119, 4195)]"
1130,2644,[3546 5344],"[(3512, 3556, 5311, 5361)]"
1134,8004,[3553 4920],"[(3529, 3584, 4873, 4947)]"
1136,54842,[3670 2133],"[(3624, 3679, 2107, 2171)]"
1137,15282,[3806 4486],"[(3798, 3853, 4453, 4517)]"
1138,1472,[3512 6000],"[(3488, 3535, 5969, 6034)]"
1140,14266,[3655 1023],"[(3678, 3733, 943, 1006)]"
1143,1520,[3518 5749],"[(3496, 3542, 5722, 5784)]"
1145,1603,[3528 5035],"[(3506, 3550, 5002, 5066)]"
1146,15273,[3596  966],"[(3527, 3582, 961, 1024)]"
1148,2260,[3534 3168],"[(3507, 3561, 3141, 3199)]"
1149,11379,[3560 1648],"[(3547, 3602, 1586, 1649)]"
1150,44479,[3704 2001],"[(3553, 3608, 1937, 1995)]"
1152,4541,[3532 5626],"[(3508, 3562, 5621, 5683)]"
1155,22210,[3828 2191],"[(3702, 3757, 2224, 2298)]"
1156,23286,[3673 4378],"[(3699, 3753, 4337, 4414)]"
1157,55295,[3761 4608],"[(3667, 3722, 4640, 4698)]"
1158,28722,[3727  636],"[(3601, 3655, 586, 649)]"
1159,21961,[3762 1740],"[(3737, 3792, 1697, 1761)]"
1161,1038,[3555 4385],"[(3537, 3575, 4358, 4416)]"
1162,22451,[3709 5477],"[(3575, 3629, 5441, 5516)]"
1165,21584,[3640 6225],"[(3631, 3686, 6223, 6286)]"
1166,7119,[3633 1407],"[(3642, 3697, 1385, 1449)]"
1167,4957,[3595 5663],"[(3536, 3587, 5660, 5724)]"
1169,2083,[3554 6144],"[(3529, 3579, 6111, 6180)]"
1175,55234,[3729   93],"[(3697, 3752, 52, 126)]"
1178,2043,[3581  879],"[(3564, 3613, 857, 903)]"
1179,4206,[3609 1458],"[(3597, 3651, 1431, 1490)]"
1180,15078,[3662  222],"[(3606, 3661, 205, 279)]"
1181,39460,[3862 1815],"[(3967, 4022, 1782, 1859)]"
1182,3621,[3617 2280],"[(3600, 3655, 2250, 2316)]"
1184,4218,[3574 3715],"[(3539, 3592, 3690, 3763)]"
1185,1876,[3570 5295],"[(3544, 3598, 5274, 5318)]"
1187,7561,[3590 1353],"[(3556, 3610, 1312, 1375)]"
1188,18132,[3788 5054],"[(3748, 3803, 5028, 5092)]"
1189,39005,[3660 5823],"[(3635, 3689, 5825, 5899)]"
1192,49957,[3712 4891],"[(3684, 3738, 4887, 4951)]"
1193,252075,[4572 1318],"[(4077, 4132, 956, 1030), (4304, 4359, 919, 994), (4754, 4809, 1581, 1655), (5024, 5079, 1463, 1537)]"
1197,13016,[3655 1670],"[(3618, 3673, 1635, 1699)]"
1198,4141,[3602 4930],"[(3591, 3636, 4848, 4907)]"
1199,5804,[3637  303],"[(3638, 3692, 271, 343)]"
1201,4380,[3598 6201],"[(3570, 3624, 6174, 6238)]"
1202,70191,[3878  265],"[(3754, 3809, 270, 344)]"
1203,2552,[3604  484],"[(3577, 3631, 452, 520)]"
1204,48659,[3817 5273],"[(3760, 3815, 5192, 5256)]"
1206,46667,[3926 5960],"[(3931, 3986, 5878, 5941)]"
1209,4200,[3626 3207],"[(3595, 3650, 3168, 3245)]"
1210,7720,[3679 4453],"[(3663, 3718, 4421, 4498)]"
1216,5900,[3648 5665],"[(3614, 3668, 5633, 5696)]"
1217,1885,[3632 5719],"[(3606, 3655, 5697, 5741)]"
1220,1793,[3617 4134],"[(3590, 3643, 4104, 4167)]"
1223,5739,[3765 1293],"[(3736, 3790, 1259, 1322)]"
1224,9685,[3702 1384],"[(3674, 3728, 1334, 1397)]"
1225,64526,[4297 1323],"[(4209, 4264, 1300, 1374)]"
1226,3178,[3652 6302],"[(3610, 3665, 6273, 6324)]"
1227,15248,[3810 5434],"[(3782, 3837, 5409, 5472)]"
1228,7965,[3658 5981],"[(3631, 3686, 5950, 6013)]"
1229,4787,[3666 5079],"[(3640, 3695, 5051, 5109)]"
1232,48241,[4020 1393],"[(3810, 3865, 1330, 1405)]"
1235,5670,[3667 5219],"[(3633, 3688, 5193, 5250)]"
1236,3722,[3660 5526],"[(3633, 3688, 5493, 5557)]"
1237,3746,[3661 5777],"[(3633, 3688, 5744, 5808)]"
1241,54238,[4129 1488],"[(4103, 4157, 1467, 1542)]"
1242,12658,[3703 3753],"[(3677, 3732, 3741, 3817)]"
1243,4025,[3676 1215],"[(3645, 3700, 1182, 1246)]"
1244,45275,[4026  705],"[(4142, 4197, 693, 761)]"
1246,26649,[3908 1553],"[(3923, 3978, 1529, 1604)]"
1249,21358,[3782 1901],"[(3719, 3773, 1876, 1940)]"
1250,14649,[3816 5315],"[(3702, 3757, 5267, 5330)]"
1254,6254,[3706 6087],"[(3693, 3748, 6020, 6095)]"
1255,23460,[3864 6252],"[(3702, 3757, 6180, 6244)]"
1258,54952,[3921  386],"[(3985, 4039, 382, 445)]"
1259,2325,[3764 5159],"[(3758, 3794, 5134, 5181)]"
1265,4977,[3717 6136],"[(3696, 3744, 6101, 6169)]"
1266,4827,[3741 3259],"[(3759, 3806, 3258, 3326)]"
1267,3138,[3703 5461],"[(3676, 3730, 5433, 5492)]"
1268,5505,[3745 5553],"[(3711, 3766, 5508, 5572)]"
1269,12841,[3763  995],"[(3686, 3741, 1008, 1071)]"
1271,2995,[3705 5632],"[(3678, 3732, 5604, 5667)]"
1272,199074,[4510  423],"[(4106, 4161, 386, 460), (4818, 4873, 518, 593)]"
1273,15511,[3831 2263],"[(3799, 3854, 2220, 2294)]"
1274,2944,[3840 5078],"[(3876, 3913, 5040, 5094)]"
1275,11337,[3853  209],"[(3731, 3786, 202, 260)]"
1276,24609,[3936 1959],"[(3967, 4022, 2018, 2081)]"
1277,20777,[3832 1148],"[(3829, 3884, 1125, 1199)]"
1278,60354,[4269 2382],"[(4012, 4066, 2368, 2444), (4309, 4363, 2314, 2390)]"
1279,14628,[3878 1431],"[(3860, 3915, 1398, 1461)]"
1282,6757,[3756 5751],"[(3729, 3784, 5723, 5787)]"
1284,4802,[3753 3212],"[(3719, 3772, 3162, 3232)]"
1286,5718,[3812  469],"[(3801, 3846, 434, 495)]"
1287,8500,[3868 1659],"[(3885, 3940, 1617, 1691)]"
1288,4806,[3763 5892],"[(3737, 3792, 5857, 5920)]"
1293,10088,[3816 5943],"[(3762, 3817, 5922, 5997)]"
1295,2436,[3766 5810],"[(3746, 3797, 5782, 5836)]"
1296,14045,[3859 4570],"[(3743, 3797, 4570, 4634)]"
1297,20710,[3848 5778],"[(3840, 3895, 5675, 5739)]"
1299,36421,[4048 2316],"[(4049, 4104, 2293, 2370)]"
1300,2892,[3757 3643],"[(3733, 3785, 3606, 3679)]"
1303,29805,[4169 4288],"[(4250, 4305, 4233, 4307)]"
1304,10295,[3823 5634],"[(3794, 3848, 5592, 5667)]"
1307,17344,[3865 6124],"[(3795, 3850, 6079, 6143)]"
1308,8501,[3845 1050],"[(3839, 3893, 1006, 1069)]"
1314,14449,[3876 6198],"[(3830, 3884, 6188, 6251)]"
1315,8807,[3846 5529],"[(3805, 3859, 5497, 5571)]"
1318,19970,[3961 4710],"[(3832, 3887, 4703, 4766)]"
1319,17801,[3942 2206],"[(3897, 3951, 2142, 2215)]"
1322,4506,[3834 1606],"[(3801, 3855, 1578, 1641)]"
1325,44677,[4009 4832],"[(4008, 4063, 4884, 4948)]"
1326,2958,[3835 1659],"[(3813, 3867, 1631, 1690)]"
1327,16979,[4025 2003],"[(4045, 4100, 1989, 2052)]"
1330,10466,[3947 6036],"[(3927, 3981, 6001, 6064)]"
1331,30299,[4038 1136],"[(4019, 4074, 1116, 1185)]"
1332,12945,[3864 4359],"[(3836, 3890, 4322, 4379)]"
1335,6976,[3974 6303],"[(3933, 3988, 6269, 6324)]"
1337,19477,[3979  913],"[(4036, 4091, 855, 919)]"
1338,335846,[4992 5361],"[(4212, 4266, 5510, 5584), (4748, 4802, 5275, 5350), (5299, 5354, 5270, 5344), (5883, 5938, 5138, 5212)]"
1344,6176,[3896 5812],"[(3874, 3929, 5781, 5844)]"
1346,3901,[3962 4986],"[(3978, 4031, 4962, 5007)]"
1347,30894,[4175  872],"[(4201, 4255, 859, 927)]"
1348,6543,[3891 3447],"[(3876, 3931, 3471, 3536)]"
1349,7383,[3930 4849],"[(3888, 3942, 4816, 4890)]"
1350,16439,[4015 1276],"[(4008, 4063, 1242, 1306)]"
1352,17561,[3960 5205],"[(3931, 3985, 5122, 5196)]"
1355,16118,[4035 1644],"[(3978, 4033, 1626, 1689)]"
1358,2861,[3880 3381],"[(3855, 3907, 3345, 3417)]"
1359,3590,[3976 5527],"[(3932, 3979, 5498, 5564)]"
1360,16160,[4008  336],"[(3952, 4007, 306, 380)]"
1361,1950,[3883 4910],"[(3865, 3907, 4879, 4932)]"
1362,41917,[4077 4191],"[(3990, 4045, 4160, 4236)]"
