label,point_count,center,number_candidates
1405,4685,[3012 2107],"[(3026, 3081, 2083, 2127)]"
1406,14042,[3116 2572],"[(2968, 3023, 2539, 2604)]"
1407,2766,[2965 1806],"[(2933, 2985, 1776, 1827)]"
1409,1972,[2940 3653],"[(2912, 2964, 3629, 3680)]"
1413,8857,[3062 2417],"[(3067, 3122, 2381, 2450)]"
1414,1091,[2946 2429],"[(2925, 2970, 2413, 2445)]"
1415,552,[2929 5538],"[(2909, 2948, 5518, 5558)]"
1416,1224,[2936 5342],"[(2911, 2957, 5311, 5376)]"
1417,2189,[2937 3709],"[(2916, 2965, 3678, 3743)]"
1419,2402,[2975 1535],"[(2953, 2998, 1515, 1556)]"
1420,8841,[3024 5277],"[(2942, 2972, 5235, 5285), (2967, 3022, 5250, 5320)]"
1421,4849,[3040  776],"[(3006, 3056, 748, 807)]"
1422,4581,[3026 1867],"[(3017, 3071, 1846, 1895)]"
1423,4456,[2965 5442],[]
1425,1301,[2957 6302],[]
1429,21141,[3328 2686],"[(3274, 3328, 2682, 2758)]"
1436,20819,[3141 6310],"[(2988, 3042, 6294, 6368)]"
1437,3166,[3035 1717],"[(3027, 3081, 1695, 1747)]"
1438,1416,[2993 2613],"[(2970, 3012, 2596, 2637)]"
1441,19735,[3188 1636],"[(3174, 3229, 1605, 1679)]"
1444,44157,[3061 1247],"[(3033, 3088, 1291, 1365)]"
1448,2378,[3020 5326],"[(2997, 3050, 5301, 5354)]"
1453,50759,[3200 4518],"[(3187, 3242, 4486, 4563)]"
1454,2293,[3029 1945],"[(3005, 3058, 1918, 1970)]"
1455,16366,[3207  433],"[(3210, 3264, 394, 458)]"
1457,4536,[3060 2178],"[(3040, 3095, 2151, 2203)]"
1458,6092,[3056 2494],"[(3006, 3061, 2459, 2527)]"
1460,1216,[3033 2418],"[(3010, 3058, 2400, 2437)]"
1461,23742,[3193 4990],"[(3180, 3234, 5010, 5086)]"
1464,11358,[3215 4382],"[(3267, 3320, 4361, 4434)]"
1467,3204,[3067 4461],"[(3057, 3110, 4429, 4496)]"
1468,1808,[3046 5787],"[(3021, 3073, 5766, 5809)]"
1469,14564,[3196 5135],"[(3114, 3169, 5102, 5177)]"
1470,4069,[3078 5886],"[(3057, 3111, 5852, 5916)]"
1475,1672,[3047 5857],"[(3021, 3071, 5826, 5885)]"
1476,1001,[3041 5273],"[(3017, 3061, 5252, 5296)]"
1477,2419,[3089 1937],"[(3073, 3127, 1917, 1965)]"
1482,3014,[3093 2073],"[(3066, 3117, 2053, 2098)]"
1483,3168,[3044  644],"[(3026, 3065, 590, 655)]"
1486,10098,[3112 4730],"[(3098, 3153, 4659, 4735)]"
1489,85555,[3293 5769],"[(3305, 3359, 5665, 5741)]"
1490,3568,[3163 2710],"[(3122, 3167, 2691, 2739)]"
1494,11854,[3090  611],"[(3064, 3119, 617, 694)]"
1501,2082,[3088 6321],"[(3064, 3119, 6289, 6345)]"
1504,2249,[3112 5326],"[(3085, 3139, 5302, 5352)]"
1505,1417,[3092 2610],"[(3068, 3117, 2585, 2634)]"
1508,5182,[3172 2492],"[(3153, 3207, 2467, 2521)]"
1514,14004,[3325 2542],"[(3326, 3376, 2576, 2646)]"
1515,7031,[3123 4919],"[(3082, 3137, 4864, 4940)]"
1516,2055,[3119 6274],"[(3094, 3147, 6247, 6304)]"
1517,1598,[3125  434],[]
1518,4788,[3131 4604],"[(3105, 3160, 4547, 4623)]"
1519,1755,[3115 5230],"[(3100, 3145, 5212, 5270)]"
1521,4790,[3195 1446],"[(3148, 3203, 1428, 1469)]"
1523,34391,[3415  482],"[(3602, 3657, 451, 525)]"
1524,2137,[3126 5361],"[(3097, 3148, 5329, 5387), (3099, 3129, 5348, 5398)]"
1527,555,[3104  802],"[(3091, 3117, 775, 832)]"
1528,5887,[3120 1194],"[(3095, 3147, 1115, 1177)]"
1529,4088,[3141  566],[]
1530,1416,[3146 1712],"[(3127, 3173, 1695, 1735)]"
1531,4626,[3151 3110],[]
1532,5384,[3166 4792],"[(3120, 3175, 4750, 4824)]"
1533,4169,[3178 2410],"[(3166, 3217, 2380, 2442)]"
1536,9047,[3211 4807],"[(3180, 3231, 4717, 4789)]"
1537,3805,[3164 5283],"[(3144, 3195, 5269, 5335)]"
1538,2278,[3164 2240],"[(3143, 3198, 2219, 2266)]"
1539,2290,[3178 1723],"[(3172, 3220, 1693, 1746)]"
1540,1244,[3133  765],"[(3109, 3158, 735, 791)]"
1541,1439,[3190 2593],[]
1542,3931,[3178 1936],"[(3140, 3193, 1907, 1964)]"
1544,941,[3140 1657],"[(3120, 3163, 1639, 1674)]"
1545,47526,[3264 3703],"[(3240, 3294, 3669, 3733)]"
1546,9359,[3179 5203],"[(3152, 3206, 5173, 5237)]"
1548,10227,[3202 2921],"[(3198, 3253, 2888, 2964)]"
1549,4167,[3184 3961],"[(3142, 3192, 3944, 4000)]"
1550,1540,[3153 4844],"[(3125, 3174, 4819, 4863)]"
1551,4753,[3150 1301],"[(3134, 3182, 1212, 1267)]"
1554,910,[3156 3646],"[(3133, 3175, 3623, 3664)]"
1555,5305,[3176 5819],"[(3131, 3182, 5770, 5834)]"
1556,1483,[3144 1202],"[(3122, 3170, 1168, 1235)]"
1557,11334,[3264  660],"[(3191, 3246, 622, 690)]"
1559,1275,[3163 3399],"[(3135, 3181, 3378, 3418)]"
1561,3467,[3191 6036],"[(3173, 3216, 6021, 6084)]"
1563,6766,[3186 4051],"[(3155, 3209, 4019, 4092)]"
1567,2391,[3170 3466],"[(3147, 3191, 3441, 3497)]"
1570,3549,[3188 1867],"[(3157, 3211, 1843, 1896)]"
1571,12646,[3214 4692],"[(3159, 3214, 4627, 4703)]"
1572,11827,[3265 1502],"[(3264, 3318, 1458, 1535)]"
1573,1733,[3202 5105],"[(3181, 3224, 5089, 5119)]"
1575,24461,[3245 1278],"[(3250, 3304, 1179, 1255)]"
1577,9010,[3239 1393],"[(3231, 3286, 1354, 1427)]"
1581,39001,[3318  569],"[(3231, 3286, 539, 615)]"
1582,6031,[3225 5844],"[(3181, 3235, 5830, 5889)]"
1583,702,[3171 1781],"[(3150, 3193, 1764, 1799)]"
1584,849,[3179 3950],"[(3160, 3201, 3917, 3975)]"
1588,2577,[3198  754],"[(3170, 3222, 722, 789)]"
1589,4141,[3193 5365],"[(3172, 3227, 5329, 5406)]"
1591,1882,[3211 2242],"[(3195, 3241, 2207, 2268)]"
1594,955,[3214 1931],"[(3200, 3244, 1916, 1952)]"
1596,994,[3188  797],"[(3165, 3211, 770, 825)]"
1598,10012,[3268 3959],"[(3235, 3288, 3944, 4019)]"
1599,4649,[3258 6324],"[(3251, 3306, 6294, 6366)]"
1605,5767,[3249 1763],"[(3215, 3269, 1739, 1813)]"
1606,1043,[3211 5908],"[(3189, 3235, 5893, 5928)]"
1608,3497,[3222 5313],"[(3196, 3247, 5277, 5349)]"
1609,4589,[3203   79],"[(3178, 3229, 33, 107)]"
1611,14120,[3349 3361],"[(3304, 3359, 3321, 3395)]"
1612,5512,[3240 5256],"[(3211, 3265, 5234, 5298)]"
1613,4202,[3242 5957],"[(3198, 3253, 5929, 5992)]"
1614,5623,[3247 6187],"[(3219, 3274, 6152, 6223)]"
1617,2505,[3265 3517],"[(3236, 3276, 3491, 3549)]"
1622,1678,[3231 2809],"[(3209, 3260, 2788, 2829)]"
1623,940,[3216 2066],"[(3192, 3235, 2050, 2090)]"
1626,2784,[3250 4457],"[(3224, 3272, 4434, 4484)]"
1628,1189,[3222 3929],"[(3208, 3252, 3909, 3961)]"
1629,1830,[3254 4861],"[(3235, 3283, 4843, 4880)]"
1630,19054,[3366 5947],"[(3315, 3369, 5909, 5982)]"
1631,915,[3227  720],"[(3205, 3249, 700, 742)]"
1633,13814,[3415  440],"[(3454, 3509, 397, 471)]"
1634,1985,[3238 5731],"[(3211, 3262, 5700, 5761)]"
1637,9156,[3293  834],"[(3268, 3323, 802, 878)]"
1639,23283,[3405 7017],"[(3387, 3442, 6978, 7054)]"
1643,1916,[3249 4612],"[(3222, 3275, 4583, 4646)]"
1644,10178,[3333 2464],"[(3336, 3391, 2468, 2542)]"
1647,67244,[3368  173],"[(3358, 3412, 96, 172)]"
1648,2697,[3264 2240],"[(3241, 3296, 2214, 2267)]"
1649,3197,[3244 4035],"[(3219, 3268, 4007, 4066)]"
1652,878,[3262 3863],"[(3247, 3284, 3834, 3891)]"
1654,1646,[3247 5378],"[(3219, 3263, 5350, 5407)]"
1656,7204,[3330  782],"[(3318, 3373, 756, 830)]"
1663,3954,[3261 2625],"[(3237, 3290, 2581, 2654)]"
1665,4131,[3261 1309],"[(3239, 3292, 1278, 1352)]"
1671,12788,[3381 4061],"[(3266, 3320, 4030, 4094)]"
1672,7173,[3397 5444],"[(3305, 3349, 5393, 5449)]"
1677,5788,[3303 2845],"[(3307, 3359, 2789, 2861)]"
1678,3928,[3341 3480],"[(3353, 3405, 3448, 3509)]"
1679,9283,[3370  719],"[(3299, 3350, 703, 774)]"
1681,16639,[3400 2354],"[(3324, 3378, 2282, 2357)]"
1683,3748,[3304 2388],"[(3272, 3325, 2363, 2424)]"
1684,7296,[3304 4819],"[(3289, 3333, 4751, 4815)]"
1687,1213,[3279 2511],"[(3253, 3300, 2488, 2543)]"
1689,348607,[3620 2359],"[(3469, 3523, 1840, 1916), (3735, 3790, 2679, 2755)]"
1690,1564,[3302 5372],"[(3280, 3324, 5354, 5391)]"
1696,3716,[3326 4466],"[(3317, 3372, 4431, 4495)]"
1697,2594,[3284 2838],"[(3257, 3312, 2803, 2877)]"
1700,1752,[3308 3572],"[(3270, 3314, 3556, 3599)]"
1701,323,[3292 2801],"[(3277, 3309, 2788, 2816)]"
1702,15835,[3447 3501],"[(3418, 3472, 3474, 3537)]"
1703,31929,[3375 5205],"[(3343, 3397, 5266, 5343)]"
1704,1945,[3304 5342],"[(3278, 3332, 5317, 5369)]"
1706,729,[3299 4093],"[(3279, 3320, 4075, 4110)]"
1708,5813,[3337 4557],"[(3305, 3359, 4509, 4566)]"
1709,85035,[3487 3875],"[(3367, 3421, 3876, 3939)]"
1710,3395,[3324 3625],"[(3295, 3350, 3594, 3658)]"
1713,20246,[3333 5121],"[(3305, 3360, 5112, 5187)]"
1714,1227,[3324 1434],"[(3300, 3340, 1417, 1460)]"
1716,31803,[3462 1533],"[(3463, 3517, 1444, 1521)]"
1717,6317,[3395 3595],"[(3385, 3440, 3568, 3637)]"
1720,10693,[3469 4900],"[(3461, 3516, 4858, 4932)]"
1722,3338,[3345 4892],"[(3353, 3401, 4860, 4927)]"
1723,2222,[3323 1062],"[(3302, 3353, 1039, 1100)]"
1724,806,[3319 2788],"[(3300, 3339, 2766, 2816)]"
1726,2004,[3355 3509],"[(3336, 3389, 3483, 3536)]"
1727,2232,[3340 1020],"[(3313, 3365, 981, 1055)]"
1729,10065,[3373 1151],"[(3314, 3369, 1188, 1262)]"
1730,4049,[3347 1136],"[(3312, 3363, 1114, 1185)]"
1734,15696,[3500 3400],"[(3421, 3475, 3369, 3445)]"
1735,6603,[3390 4013],"[(3312, 3367, 3976, 4043)]"
1736,1790,[3354 1265],"[(3333, 3377, 1234, 1296)]"
1737,19959,[3458 5098],"[(3449, 3504, 5082, 5159)]"
1738,3270,[3347 5847],"[(3318, 3367, 5815, 5883)]"
1739,3704,[3358 2815],"[(3343, 3393, 2752, 2821)]"
1740,41528,[3396 4664],"[(3358, 3413, 4727, 4801)]"
1744,12090,[3410 2598],"[(3330, 3385, 2672, 2743)]"
1747,609,[3343 1937],"[(3326, 3361, 1916, 1964)]"
1751,13357,[3377 1417],"[(3345, 3400, 1300, 1375)]"
1752,21844,[3592 3613],"[(3646, 3700, 3553, 3626)]"
1753,1241,[3360 4117],"[(3338, 3382, 4092, 4141)]"
1756,10692,[3402  931],"[(3352, 3406, 893, 967)]"
1757,416,[3363 3527],"[(3343, 3381, 3515, 3539)]"
1760,22228,[3567 3508],"[(3587, 3641, 3462, 3537)]"
1762,2136,[3375 5483],"[(3347, 3402, 5455, 5514)]"
1763,3252,[3375  589],"[(3352, 3406, 554, 629)]"
1764,5196,[3397 1020],"[(3361, 3415, 994, 1068)]"
1765,605,[3364 1142],"[(3348, 3381, 1115, 1172)]"
1766,958,[3377 1439],"[(3354, 3399, 1418, 1462)]"
1767,5825,[3403  840],"[(3375, 3430, 810, 885)]"
1769,12894,[3463 7158],"[(3452, 3507, 7098, 7175)]"
1771,340996,[3909 5077],"[(3451, 3505, 5353, 5430), (3620, 3684, 5447, 5539), (3773, 3828, 5001, 5077), (4005, 4112, 4564, 4795), (4017, 4059, 4711, 4766)]"
1772,4859,[3409 2440],"[(3396, 3451, 2392, 2464)]"
1773,1023,[3375 1577],"[(3360, 3391, 1546, 1608)]"
1774,8976,[3467 4091],"[(3398, 3452, 4081, 4144)]"
1775,11845,[3453 1394],"[(3436, 3491, 1319, 1394)]"
1776,74526,[3592 5071],"[(3547, 3602, 4954, 5030)]"
1777,1916,[3417  267],"[(3396, 3447, 242, 301)]"
1779,3707,[3404 1212],"[(3379, 3429, 1156, 1226)]"
1787,4284,[3435  358],"[(3415, 3470, 327, 400)]"
1788,5013,[3421 1328],[]
1789,957,[3403 1706],"[(3379, 3425, 1682, 1733)]"
1792,22086,[3543  354],"[(3546, 3601, 330, 407)]"
1793,41593,[3621 4741],"[(3685, 3739, 4667, 4743)]"
1796,1021,[3415 5701],"[(3392, 3435, 5669, 5726)]"
1797,6686,[3459  687],"[(3461, 3509, 580, 648)]"
1799,1386,[3422 1623],"[(3400, 3444, 1595, 1657)]"
1800,712,[3417 1911],"[(3396, 3439, 1887, 1930)]"
1803,12401,[3468 4790],"[(3449, 3504, 4761, 4837)]"
1804,19777,[3483 1190],"[(3426, 3481, 1103, 1179)]"
1809,23738,[3489 2568],"[(3486, 3541, 2387, 2462)]"
1810,3101,[3470 5269],[]
1813,26253,[3529  925],"[(3577, 3631, 839, 915)]"
1815,40395,[3591 2269],"[(3593, 3648, 2392, 2468)]"
1817,3344,[3500 5243],"[(3431, 3478, 5223, 5270)]"
1818,1403,[3438 5601],"[(3417, 3456, 5568, 5628)]"
1819,1603,[3443 1699],"[(3417, 3470, 1669, 1727)]"
1820,16443,[3528 1060],"[(3513, 3568, 1016, 1090)]"
1823,625,[3445 2060],"[(3426, 3466, 2035, 2080)]"
1824,24391,[3503 5914],"[(3478, 3533, 5867, 5941)]"
1825,6155,[3499  743],"[(3445, 3496, 702, 774)]"
1826,8357,[3508  807],"[(3460, 3515, 780, 854)]"
1828,15899,[3503 4584],"[(3484, 3539, 4561, 4638)]"
1829,20158,[3546  170],"[(3528, 3583, 134, 207)]"
1832,1313,[3504 3542],"[(3486, 3524, 3526, 3555)]"
1835,5564,[3517 3607],"[(3483, 3538, 3577, 3641)]"
1836,2735,[3491 3685],"[(3462, 3515, 3648, 3715)]"
1838,3105,[3478 1614],"[(3449, 3494, 1627, 1689)]"
1840,8304,[3612 3348],"[(3471, 3526, 3317, 3370)]"
1841,891,[3500 3458],"[(3482, 3522, 3438, 3474)]"
1843,13579,[3539 3016],"[(3497, 3552, 3026, 3102)]"
1847,981,[3484 2542],"[(3462, 3504, 2511, 2572)]"
1848,2383,[3496 1630],"[(3464, 3512, 1593, 1660)]"
1852,4097,[3498 5625],"[(3477, 3519, 5575, 5631)]"
1853,1717,[3494 1260],"[(3478, 3511, 1213, 1271)]"
1854,2426,[3508 2086],"[(3483, 3536, 2049, 2121)]"
1855,11062,[3549 7063],"[(3527, 3582, 6987, 7060)]"
1857,4409,[3509 3152],"[(3481, 3531, 3099, 3169)]"
1858,2245,[3535 3829],"[(3487, 3534, 3810, 3846)]"
1859,11381,[3554  700],"[(3490, 3545, 663, 739)]"
1863,7229,[3534 2665],"[(3503, 3555, 2619, 2691)]"
1864,4976,[3540  265],"[(3516, 3570, 228, 300)]"
1865,30154,[3666  186],"[(3649, 3703, 17, 94)]"
1872,10762,[3715 3339],"[(3714, 3769, 3271, 3346)]"
1873,35093,[3605 1626],"[(3582, 3637, 1613, 1688)]"
1874,6343,[3569 3743],"[(3567, 3621, 3736, 3800)]"
1875,3922,[3560   51],"[(3509, 3563, 28, 92)]"
1879,10420,[3545 4160],"[(3514, 3568, 4089, 4166)]"
1880,58441,[3695  684],"[(3527, 3581, 566, 640)]"
1882,2026,[3548   86],"[(3528, 3579, 52, 112)]"
1884,2587,[3524 1576],"[(3500, 3548, 1535, 1603)]"
1887,1763,[3531 2835],"[(3506, 3557, 2800, 2868)]"
1891,8697,[3587 4574],"[(3558, 3612, 4564, 4640)]"
1894,1476,[3526 3232],"[(3511, 3543, 3206, 3263)]"
1897,10102,[3700 3460],"[(3667, 3722, 3461, 3536)]"
1898,786,[3534  512],"[(3515, 3552, 490, 537)]"
1899,4507,[3581 1582],"[(3560, 3603, 1543, 1607)]"
1901,5960,[3604  820],"[(3582, 3635, 771, 837)]"
1904,3013,[3600 3806],"[(3591, 3641, 3784, 3834)]"
1907,1333,[3571 3680],"[(3551, 3592, 3651, 3703)]"
1908,4480,[3626 4630],"[(3589, 3631, 4606, 4670)]"
1909,1327,[3556 3657],"[(3534, 3578, 3635, 3682)]"
1910,13960,[3575 1273],"[(3536, 3590, 1258, 1335)]"
1914,2135,[3558 2004],"[(3537, 3587, 1971, 2038)]"
1916,33039,[3765 3949],"[(3733, 3787, 3855, 3918)]"
1917,2852,[3581 5390],"[(3554, 3609, 5364, 5419)]"
1919,2026,[3557 7124],"[(3539, 3575, 7097, 7163)]"
1921,2267,[3569 5664],"[(3547, 3594, 5630, 5698)]"
1926,3936,[3596 4022],"[(3571, 3626, 3986, 4060)]"
1927,26971,[3662 7146],"[(3581, 3636, 6992, 7068)]"
1928,3870,[3587 5919],"[(3561, 3616, 5888, 5964)]"
1929,9307,[3614 2644],"[(3565, 3620, 2605, 2679)]"
1931,19806,[3663 1774],"[(3579, 3634, 1786, 1862)]"
1932,8184,[3636 1124],"[(3623, 3678, 1094, 1171)]"
1933,4290,[3599  990],"[(3565, 3615, 957, 1027)]"
1934,2476,[3598 2716],"[(3576, 3624, 2681, 2749)]"
1936,16314,[3695 3777],"[(3675, 3729, 3738, 3812)]"
1937,3485,[3618 4053],"[(3589, 3638, 4031, 4099)]"
1940,20349,[3745 4074],"[(3768, 3823, 4042, 4116)]"
1941,109453,[4106 4201],"[(3762, 3817, 4204, 4281), (4588, 4642, 4086, 4163)]"
1942,16155,[3713 4146],"[(3632, 3686, 4120, 4192)]"
1944,748362,[4238 1080],"[(3808, 3863, 1730, 1806), (3826, 3880, 874, 951), (4069, 4124, 428, 504), (4136, 4192, 406, 492), (4148, 4214, 1410, 1496), (4293, 4348, 1311, 1388), (4303, 4358, 1190, 1267), (4561, 4616, 444, 521)]"
1945,5989,[3662 3649],"[(3649, 3704, 3609, 3684)]"
1947,20055,[3830 3697],"[(3604, 3659, 3655, 3732)]"
1949,1000,[3616  617],"[(3588, 3629, 599, 648)]"
1950,2455,[3616   84],"[(3591, 3645, 48, 123)]"
1951,1066,[3607 2917],"[(3586, 3628, 2895, 2941)]"
1952,2659,[3618 1573],"[(3593, 3643, 1539, 1609)]"
1957,7323,[3645 1020],"[(3612, 3666, 1010, 1085)]"
1958,3966,[3644 2571],"[(3629, 3683, 2519, 2594)]"
1960,2499,[3638  740],"[(3609, 3662, 701, 773)]"
1966,2319,[3638  556],"[(3607, 3654, 523, 592)]"
1967,5649,[3658  244],"[(3614, 3669, 211, 286)]"
1968,8797,[3646 3091],"[(3627, 3682, 3083, 3159)]"
1974,5332,[3659 1546],"[(3641, 3696, 1530, 1605)]"
1977,3987,[3661 6843],"[(3641, 3683, 6813, 6876)]"
1978,205001,[3992 6561],"[(3924, 3979, 6708, 6784)]"
1979,44396,[3799  323],"[(3814, 3869, 338, 412)]"
1980,1474,[3660 4828],"[(3636, 3686, 4802, 4855)]"
1982,1615,[3671  795],"[(3650, 3688, 763, 817)]"
1983,788,[3654 2832],[]
1984,6315,[3674 1320],"[(3643, 3697, 1279, 1355)]"
1985,3694,[3709 3440],"[(3698, 3752, 3413, 3483)]"
1988,493,[3659 2140],"[(3641, 3679, 2121, 2161)]"
1991,1287,[3693 5168],"[(3693, 3733, 5135, 5182)]"
1993,19111,[3757 2471],"[(3681, 3735, 2443, 2519)]"
1995,5720,[3703  511],"[(3677, 3732, 463, 537)]"
1996,3834,[3689 2657],"[(3676, 3727, 2600, 2671)]"
1998,636,[3685 5457],"[(3662, 3705, 5440, 5474)]"
1999,915,[3678 1087],"[(3658, 3688, 1059, 1109), (3667, 3697, 1056, 1105)]"
2000,872,[3675 1770],"[(3657, 3696, 1739, 1802)]"
2002,3037,[3718 5930],"[(3696, 3747, 5907, 5961)]"
2005,1316,[3689  235],"[(3664, 3714, 206, 261)]"
2006,4172,[3689 2902],"[(3664, 3714, 2894, 2967)]"
2010,12515,[3772   70],"[(3769, 3824, 19, 95)]"
2014,1700,[3701 1815],"[(3677, 3725, 1782, 1849)]"
2015,4059,[3721 2988],"[(3708, 3759, 2974, 3034)]"
2018,19643,[3803  592],"[(3831, 3886, 541, 618)]"
2019,3028,[3713 6171],"[(3684, 3738, 6135, 6211)]"
2020,3482,[3716 2046],"[(3694, 3746, 1995, 2067)]"
2021,74380,[4069 5827],"[(4105, 4160, 5806, 5883)]"
2022,11586,[3757 1066],"[(3744, 3798, 976, 1050)]"
2025,20054,[3793 3253],"[(3846, 3900, 3260, 3337)]"
2026,1303,[3716  774],"[(3697, 3739, 747, 804)]"
2027,674,[3718 4090],"[(3698, 3741, 4074, 4107)]"
2029,21907,[3841 3487],"[(3780, 3835, 3423, 3497)]"
2030,5586,[3781  445],"[(3717, 3759, 411, 472)]"
2031,1137,[3725 4150],"[(3705, 3751, 4128, 4177)]"
2032,1746,[3726 2560],"[(3704, 3747, 2528, 2595)]"
2034,894,[3734  349],"[(3716, 3754, 323, 377)]"
2036,3218,[3752  767],"[(3741, 3793, 716, 787)]"
2037,1169,[3728 1734],"[(3710, 3754, 1702, 1765)]"
2039,4865,[3751 2086],"[(3729, 3783, 2045, 2122)]"
2043,6635,[3824 6981],"[(3722, 3777, 6956, 7028)]"
2044,6097,[3781 3635],"[(3751, 3805, 3600, 3674)]"
2046,14060,[3777 1568],"[(3747, 3801, 1537, 1613)]"
2052,45820,[4180 4391],"[(4477, 4532, 4305, 4382)]"
2055,17613,[3991 3459],"[(4030, 4085, 3421, 3498)]"
2056,49494,[3900 3825],"[(3890, 3945, 3797, 3871)]"
2057,23368,[4064 5599],"[(4101, 4155, 5570, 5647)]"
2058,36289,[3978 3571],"[(3901, 3956, 3552, 3626)]"
2060,2047,[3769  334],"[(3747, 3792, 303, 368)]"
2061,1859,[3778  685],"[(3752, 3802, 651, 717)]"
2062,4768,[3827 2592],[]
2063,567,[3777 5480],"[(3758, 3793, 5466, 5495)]"
2067,4107,[3814  128],"[(3797, 3846, 80, 140)]"
2070,6912,[3811 5387],"[(3783, 3838, 5349, 5425)]"
2071,1155,[3789 1275],"[(3765, 3814, 1251, 1298)]"
2074,3190,[3826 1963],"[(3808, 3862, 1928, 2003)]"
2077,1519,[3805  465],"[(3779, 3832, 442, 489)]"
2078,2346,[3814 3520],[]
2082,2819,[3822 5293],"[(3795, 3850, 5265, 5324)]"
2084,1241,[3816 7443],[]
2087,1695,[3817  757],"[(3793, 3840, 723, 790)]"
2089,2148,[3837 3584],"[(3810, 3861, 3561, 3607), (3810, 3861, 3567, 3607)]"
2091,3228,[3845 1572],[]
2092,527,[3819 2543],"[(3805, 3833, 2514, 2568)]"
2097,339,[3832 7413],[]
2100,2254,[3852 5687],"[(3822, 3870, 5657, 5727)]"
2102,13964,[3882  127],"[(3881, 3935, 28, 105)]"
2106,10689,[3884 5000],"[(3875, 3930, 4949, 5025)]"
2107,4277,[3876  493],"[(3844, 3899, 461, 536)]"
2111,2759,[3882 3498],"[(3865, 3917, 3472, 3531)]"
2113,3002,[3883 3649],"[(3858, 3913, 3614, 3682)]"
2114,443,[3869 4060],"[(3850, 3891, 4046, 4077)]"
2117,1142,[3880 3356],"[(3855, 3905, 3334, 3381)]"
2118,51611,[4175 4014],"[(4360, 4415, 3976, 4050)]"
2119,6237,[3893 2654],"[(3870, 3924, 2605, 2680)]"
2121,5555,[3906 2720],"[(3866, 3921, 2717, 2792)]"
2123,985,[3892 4146],"[(3870, 3915, 4127, 4165)]"
2130,4000,[3912  159],"[(3882, 3934, 132, 204)]"
2134,7022,[3941 2143],"[(3902, 3977, 2083, 2191)]"
2136,6887,[3934  319],"[(3895, 3950, 282, 356)]"
2137,4918,[3915 7684],"[(3884, 3937, 7619, 7694)]"
2138,6965,[3944 2780],"[(3917, 3971, 2743, 2820)]"
2139,2125,[3919  526],"[(3896, 3948, 490, 561)]"
2141,9896,[3947  456],"[(3931, 3986, 406, 482)]"
2144,2504,[3926  595],"[(3899, 3953, 562, 633)]"
2146,1426,[3922 2247],"[(3900, 3945, 2214, 2280)]"
2148,2955,[3941  166],"[(3924, 3974, 118, 189)]"
2149,3484,[3950 4083],"[(3921, 3976, 4057, 4112)]"
2150,9013,[4007 5129],"[(3978, 4032, 5068, 5143)]"
2152,844,[3925  462],"[(3907, 3945, 436, 487)]"
2153,26918,[4188 4154],"[(4280, 4335, 4126, 4199)]"
2154,2983,[3942  249],"[(3920, 3970, 217, 287)]"
2155,2339,[3933 1075],"[(3910, 3956, 1041, 1110)]"
2156,6235,[3956  786],"[(3923, 3972, 793, 863)]"
2164,2766,[3967 5247],"[(3950, 4005, 5216, 5279)]"
2165,3340,[3959 3334],"[(3934, 3985, 3299, 3371)]"
2167,8849,[3991 2893],"[(3976, 4031, 2849, 2926)]"
2168,4171,[4004   41],[]
2171,6956,[4008  197],"[(3954, 3999, 157, 222)]"
2177,21594,[4077   92],"[(4063, 4118, 61, 136)]"
2180,4884,[3999  248],"[(3981, 4031, 212, 272)]"
2181,1123,[3973 3637],"[(3949, 3995, 3613, 3664)]"
2183,10305,[4041  448],"[(4045, 4097, 343, 415)]"
2185,23652,[4025 4964],"[(3991, 4058, 4933, 5014), (4013, 4068, 4859, 4936)]"
2186,2253,[3989 5151],"[(3961, 4016, 5125, 5180)]"
2187,17323,[4143 3999],"[(4118, 4172, 3980, 4044)]"
2188,1005,[3978 2425],"[(3956, 4001, 2402, 2448)]"
2189,4621,[3999  362],"[(3971, 4026, 332, 407)]"
2190,1010,[3991 2832],"[(3958, 3995, 2824, 2868)]"
2191,5281,[4027 3736],"[(4019, 4074, 3696, 3770)]"
2192,4427,[3994  942],"[(3964, 4013, 925, 994)]"
2194,30610,[4099  273],"[(4092, 4147, 137, 213)]"
2195,7201,[4006 7017],"[(3981, 4036, 6979, 7056)]"
2196,21602,[4083 1819],"[(4066, 4121, 1766, 1842)]"
2199,23459,[4152 7012],"[(4061, 4115, 6978, 7055)]"
2200,15095,[4104  588],"[(4090, 4145, 538, 614)]"
2203,2232,[4017 1797],"[(3984, 4034, 1779, 1845)]"
2204,8473,[4131 4140],"[(4028, 4083, 4105, 4173)]"
2206,6548,[4051 1705],"[(4039, 4090, 1651, 1721)]"
2207,541,[4018 4093],"[(3999, 4037, 4076, 4115)]"
2208,14079,[4029 2295],"[(4005, 4059, 2280, 2356)]"
2211,7122,[4070 3837],"[(4053, 4108, 3786, 3860)]"
2212,2599,[4031  916],"[(4009, 4056, 884, 950)]"
2213,102692,[4258 2088],"[(4168, 4223, 2077, 2154)]"
2215,1753,[4039 3635],"[(4007, 4059, 3613, 3667)]"
2216,2723,[4040 1235],"[(4015, 4069, 1196, 1270)]"
2219,1987,[4042 4724],"[(4017, 4059, 4711, 4766)]"
2223,1191,[4050   66],"[(4027, 4073, 41, 96)]"
2226,5014,[4059  822],"[(4034, 4089, 783, 857)]"
